AnimalID,Date,Temperature,ActivityScore,FeedingTime,MilkYield,AlertStatus,Month,Year,DayOfWeek
COW0881,2023-06-05 05:29:49.557911582,38.33,31,0.86,2.17,Normal,6,2023,Monday
COW0488,2023-06-05 09:00:06.481296260,39.02,12,2.15,4.68,Normal,6,2023,Monday
COW1824,2023-06-05 12:30:23.404680936,38.12,21,2.36,5.67,Normal,6,2023,Monday
COW0034,2023-06-05 16:00:40.328065614,40.38,94,1.42,4.76,Alert,6,2023,Monday
COW1372,2023-06-05 19:30:57.251450290,36.37,62,2.75,6.75,Normal,6,2023,Monday
COW0095,2023-06-05 23:01:14.174834968,39.04,91,2.96,8.3,Normal,6,2023,Monday
COW1096,2023-06-06 02:31:31.098219644,37.09,90,1.55,3.09,Normal,6,2023,Tuesday
COW1575,2023-06-06 06:01:48.021604322,38.32,33,3.15,8.42,Normal,6,2023,Tuesday
COW0154,2023-06-06 09:32:04.944988998,38.43,26,1.22,2.05,Normal,6,2023,Tuesday
COW0250,2023-06-06 13:02:21.868373674,39.71,90,2.4,5.75,Alert,6,2023,Tuesday
COW0674,2023-06-06 16:32:38.791758352,37.95,40,3.31,8.86,Normal,6,2023,Tuesday
COW0438,2023-06-06 20:02:55.715143028,39.55,65,2.38,5.96,Alert,6,2023,Tuesday
COW0118,2023-06-06 23:33:12.638527706,37.56,59,3.68,10.14,Normal,6,2023,Tuesday
COW0771,2023-06-07 03:03:29.561912382,39.58,15,0.7,2.42,Alert,6,2023,Wednesday
COW1915,2023-06-07 06:33:46.485297060,38.12,1,2.56,6.09,Normal,6,2023,Wednesday
COW1330,2023-06-07 10:04:03.408681736,38.56,11,2.47,7.47,Normal,6,2023,Wednesday
COW0268,2023-06-07 13:34:20.332066414,38.23,55,2.81,7.46,Normal,6,2023,Wednesday
COW1985,2023-06-07 17:04:37.255451090,39.53,2,3.42,8.31,Alert,6,2023,Wednesday
COW1078,2023-06-07 20:34:54.178835768,39.37,65,3.04,7.75,Normal,6,2023,Wednesday
COW0236,2023-06-08 00:05:11.102220444,38.85,95,3.27,8.27,Normal,6,2023,Thursday
COW0389,2023-06-08 03:35:28.025605122,37.58,44,1.51,3.98,Normal,6,2023,Thursday
COW0990,2023-06-08 07:05:44.948989798,37.93,16,1.86,4.51,Normal,6,2023,Thursday
COW1758,2023-06-08 10:36:01.872374476,37.68,22,2.69,7.1,Normal,6,2023,Thursday
COW0763,2023-06-08 14:06:18.795759152,36.7,18,2.44,6.89,Normal,6,2023,Thursday
COW1849,2023-06-08 17:36:35.719143828,39.51,47,3.86,10.08,Alert,6,2023,Thursday
COW0401,2023-06-08 21:06:52.642528506,38.24,81,1.15,3.27,Normal,6,2023,Thursday
COW0624,2023-06-09 00:37:09.565913182,38.23,30,1.73,4.22,Normal,6,2023,Friday
COW0767,2023-06-09 04:07:26.489297860,39.7,10,2.5,5.36,Alert,6,2023,Friday
COW1327,2023-06-09 07:37:43.412682536,38.12,99,3.54,7.72,Normal,6,2023,Friday
COW0919,2023-06-09 11:08:00.336067214,37.83,58,3.75,8.67,Normal,6,2023,Friday
COW1231,2023-06-09 14:38:17.259451890,38.32,62,1.68,3.78,Normal,6,2023,Friday
COW1253,2023-06-09 18:08:34.182836568,37.59,85,0.73,3.5,Normal,6,2023,Friday
COW0853,2023-06-09 21:38:51.106221244,38.78,80,1.98,6.2,Normal,6,2023,Friday
COW1934,2023-06-10 01:09:08.029605922,38.2,6,1.88,4.11,Normal,6,2023,Saturday
COW0578,2023-06-10 04:39:24.952990598,38.09,67,3.95,10.32,Normal,6,2023,Saturday
COW0075,2023-06-10 08:09:41.876375276,38.02,41,2.01,4.96,Normal,6,2023,Saturday
COW0435,2023-06-10 11:39:58.799759952,38.42,43,1.57,4.16,Normal,6,2023,Saturday
COW0103,2023-06-10 15:10:15.723144630,38.57,85,1.78,3.9,Normal,6,2023,Saturday
COW1446,2023-06-10 18:40:32.646529306,38.08,77,1.89,6.97,Normal,6,2023,Saturday
COW1728,2023-06-10 22:10:49.569913982,38.21,18,3.38,10.31,Normal,6,2023,Saturday
COW0764,2023-06-11 01:41:06.493298660,38.43,58,0.78,1.66,Normal,6,2023,Sunday
COW0738,2023-06-11 05:11:23.416683336,38.35,60,1.61,3.43,Normal,6,2023,Sunday
COW0806,2023-06-11 08:41:40.340068014,38.52,88,3.88,10.63,Normal,6,2023,Sunday
COW1330,2023-06-11 12:11:57.263452690,37.96,27,1.04,1.39,Normal,6,2023,Sunday
COW0098,2023-06-11 15:42:14.186837368,39.3,68,3.1,8.6,Normal,6,2023,Sunday
COW1874,2023-06-11 19:12:31.110222044,38.58,22,1.75,4.5,Normal,6,2023,Sunday
COW0798,2023-06-11 22:42:48.033606722,38.1,24,2.54,4.92,Normal,6,2023,Sunday
COW1359,2023-06-12 02:13:04.956991398,38.78,40,0.85,1.97,Normal,6,2023,Monday
COW0859,2023-06-12 05:43:21.880376076,38.44,74,1.57,3.27,Normal,6,2023,Monday
COW0435,2023-06-12 09:13:38.803760752,37.11,66,2.25,5.79,Normal,6,2023,Monday
COW0447,2023-06-12 12:43:55.727145430,38.77,40,1.31,3.33,Normal,6,2023,Monday
COW1332,2023-06-12 16:14:12.650530106,37.68,6,2.4,4.65,Normal,6,2023,Monday
COW0249,2023-06-12 19:44:29.573914784,39.25,18,1.27,2.84,Normal,6,2023,Monday
COW0166,2023-06-12 23:14:46.497299460,38.31,81,2.78,7.52,Normal,6,2023,Monday
COW1505,2023-06-13 02:45:03.420684138,39.12,87,3.67,9.92,Normal,6,2023,Tuesday
COW0984,2023-06-13 06:15:20.344068814,38.0,30,0.8,1.64,Normal,6,2023,Tuesday
COW1359,2023-06-13 09:45:37.267453490,38.56,21,1.26,3.61,Normal,6,2023,Tuesday
COW1020,2023-06-13 13:15:54.190838168,39.47,62,3.46,8.92,Normal,6,2023,Tuesday
COW0542,2023-06-13 16:46:11.114222844,38.28,10,2.71,6.72,Normal,6,2023,Tuesday
COW0759,2023-06-13 20:16:28.037607522,38.03,13,0.78,2.41,Normal,6,2023,Tuesday
COW1130,2023-06-13 23:46:44.960992198,39.02,76,2.2,4.57,Normal,6,2023,Tuesday
COW1587,2023-06-14 03:17:01.884376876,39.01,9,1.23,3.08,Normal,6,2023,Wednesday
COW0081,2023-06-14 06:47:18.807761552,38.06,68,1.2,1.4,Normal,6,2023,Wednesday
COW0133,2023-06-14 10:17:35.731146230,36.91,39,3.79,9.42,Normal,6,2023,Wednesday
COW0797,2023-06-14 13:47:52.654530906,38.01,24,3.17,9.35,Normal,6,2023,Wednesday
COW0900,2023-06-14 17:18:09.577915584,39.04,34,2.94,7.03,Normal,6,2023,Wednesday
COW0138,2023-06-14 20:48:26.501300260,37.88,61,1.34,4.68,Normal,6,2023,Wednesday
COW0184,2023-06-15 00:18:43.424684938,38.49,41,0.92,2.0,Normal,6,2023,Thursday
COW1425,2023-06-15 03:49:00.348069614,37.97,5,3.55,7.79,Normal,6,2023,Thursday
COW1354,2023-06-15 07:19:17.271454292,36.95,79,0.52,1.97,Normal,6,2023,Thursday
COW0785,2023-06-15 10:49:34.194838968,37.96,50,1.86,5.11,Normal,6,2023,Thursday
COW1532,2023-06-15 14:19:51.118223644,39.04,4,1.47,5.99,Normal,6,2023,Thursday
COW1876,2023-06-15 17:50:08.041608322,36.6,51,2.5,5.27,Normal,6,2023,Thursday
COW0984,2023-06-15 21:20:24.964992998,38.7,52,1.38,3.81,Normal,6,2023,Thursday
COW0069,2023-06-16 00:50:41.888377676,37.55,39,1.59,4.37,Normal,6,2023,Friday
COW0546,2023-06-16 04:20:58.811762352,38.99,8,3.48,9.76,Normal,6,2023,Friday
COW1798,2023-06-16 07:51:15.735147030,39.07,45,2.61,7.05,Normal,6,2023,Friday
COW0053,2023-06-16 11:21:32.658531706,38.36,88,1.01,2.24,Normal,6,2023,Friday
COW1474,2023-06-16 14:51:49.581916384,38.36,28,3.04,6.53,Normal,6,2023,Friday
COW0205,2023-06-16 18:22:06.505301060,37.85,27,1.23,3.42,Normal,6,2023,Friday
COW0126,2023-06-16 21:52:23.428685738,37.42,65,2.02,5.42,Normal,6,2023,Friday
COW1771,2023-06-17 01:22:40.352070414,39.86,34,2.76,7.53,Alert,6,2023,Saturday
COW0043,2023-06-17 04:52:57.275455092,37.81,81,1.45,3.34,Normal,6,2023,Saturday
COW1776,2023-06-17 08:23:14.198839768,39.75,62,1.84,4.88,Alert,6,2023,Saturday
COW1995,2023-06-17 11:53:31.122224446,37.81,62,3.07,6.13,Normal,6,2023,Saturday
COW1907,2023-06-17 15:23:48.045609122,38.92,38,3.78,8.42,Normal,6,2023,Saturday
COW0111,2023-06-17 18:54:04.968993798,37.59,26,2.35,6.81,Normal,6,2023,Saturday
COW0761,2023-06-17 22:24:21.892378476,38.92,24,0.53,1.5,Normal,6,2023,Saturday
COW1687,2023-06-18 01:54:38.815763152,38.24,39,1.68,4.68,Normal,6,2023,Sunday
COW1207,2023-06-18 05:24:55.739147830,38.25,21,1.9,4.15,Normal,6,2023,Sunday
COW0848,2023-06-18 08:55:12.662532506,38.99,94,1.69,3.5,Normal,6,2023,Sunday
COW0095,2023-06-18 12:25:29.585917184,38.12,47,2.03,4.65,Normal,6,2023,Sunday
COW1995,2023-06-18 15:55:46.509301860,37.36,48,2.71,7.01,Normal,6,2023,Sunday
COW1398,2023-06-18 19:26:03.432686538,39.11,13,0.92,2.99,Normal,6,2023,Sunday
COW1936,2023-06-18 22:56:20.356071214,37.58,3,1.45,3.38,Normal,6,2023,Sunday
COW1544,2023-06-19 02:26:37.279455892,38.91,32,2.28,4.04,Normal,6,2023,Monday
COW0900,2023-06-19 05:56:54.202840568,39.28,35,1.6,4.4,Normal,6,2023,Monday
COW0360,2023-06-19 09:27:11.126225246,38.2,19,3.97,10.19,Normal,6,2023,Monday
COW0900,2023-06-19 12:57:28.049609922,39.45,14,2.01,5.5,Normal,6,2023,Monday
COW1720,2023-06-19 16:27:44.972994600,38.89,48,3.54,9.71,Normal,6,2023,Monday
COW0281,2023-06-19 19:58:01.896379276,37.94,86,3.64,9.88,Normal,6,2023,Monday
COW1219,2023-06-19 23:28:18.819763952,39.62,81,3.43,9.94,Alert,6,2023,Monday
COW1888,2023-06-20 02:58:35.743148630,37.59,68,0.66,1.68,Normal,6,2023,Tuesday
COW1219,2023-06-20 06:28:52.666533306,38.2,45,3.82,9.12,Normal,6,2023,Tuesday
COW0667,2023-06-20 09:59:09.589917984,38.33,19,0.95,3.42,Normal,6,2023,Tuesday
COW0093,2023-06-20 13:29:26.513302660,38.98,64,0.62,2.46,Normal,6,2023,Tuesday
COW0672,2023-06-20 16:59:43.436687338,39.39,66,1.95,4.64,Normal,6,2023,Tuesday
COW1970,2023-06-20 20:30:00.360072014,39.34,79,1.18,4.06,Normal,6,2023,Tuesday
COW0061,2023-06-21 00:00:17.283456692,38.68,66,1.14,2.92,Normal,6,2023,Wednesday
COW0634,2023-06-21 03:30:34.206841368,38.28,75,1.51,5.05,Normal,6,2023,Wednesday
COW1075,2023-06-21 07:00:51.130226046,37.04,45,1.37,5.15,Normal,6,2023,Wednesday
COW1427,2023-06-21 10:31:08.053610722,37.45,87,2.9,9.89,Normal,6,2023,Wednesday
COW1813,2023-06-21 14:01:24.976995400,39.91,74,1.15,2.94,Alert,6,2023,Wednesday
COW1029,2023-06-21 17:31:41.900380076,37.03,67,2.4,7.42,Normal,6,2023,Wednesday
COW1490,2023-06-21 21:01:58.823764754,37.87,69,3.95,10.73,Normal,6,2023,Wednesday
COW0604,2023-06-22 00:32:15.747149430,39.42,3,2.01,5.97,Normal,6,2023,Thursday
COW0682,2023-06-22 04:02:32.670534108,38.67,38,2.75,7.3,Normal,6,2023,Thursday
COW1853,2023-06-22 07:32:49.593918784,39.24,77,3.89,10.68,Normal,6,2023,Thursday
COW0534,2023-06-22 11:03:06.517303460,38.93,42,0.98,1.08,Normal,6,2023,Thursday
COW1429,2023-06-22 14:33:23.440688138,39.68,83,1.97,4.9,Alert,6,2023,Thursday
COW0838,2023-06-22 18:03:40.364072814,38.74,40,3.48,8.05,Normal,6,2023,Thursday
COW1537,2023-06-22 21:33:57.287457492,39.03,50,3.76,8.66,Normal,6,2023,Thursday
COW0645,2023-06-23 01:04:14.210842168,37.92,35,2.6,5.06,Normal,6,2023,Friday
COW0233,2023-06-23 04:34:31.134226846,38.97,24,1.0,1.97,Normal,6,2023,Friday
COW0524,2023-06-23 08:04:48.057611522,38.18,88,3.66,8.98,Normal,6,2023,Friday
COW0346,2023-06-23 11:35:04.980996200,38.14,17,1.11,2.96,Normal,6,2023,Friday
COW1070,2023-06-23 15:05:21.904380876,39.22,40,1.74,4.34,Normal,6,2023,Friday
COW0546,2023-06-23 18:35:38.827765554,39.22,74,1.81,5.58,Normal,6,2023,Friday
COW1969,2023-06-23 22:05:55.751150230,39.85,66,2.07,4.28,Alert,6,2023,Friday
COW1102,2023-06-24 01:36:12.674534908,39.8,44,3.27,6.23,Alert,6,2023,Saturday
COW1754,2023-06-24 05:06:29.597919584,39.23,23,3.31,8.81,Normal,6,2023,Saturday
COW1837,2023-06-24 08:36:46.521304262,37.12,6,3.02,7.5,Normal,6,2023,Saturday
COW1947,2023-06-24 12:07:03.444688938,39.96,66,0.58,1.38,Alert,6,2023,Saturday
COW1097,2023-06-24 15:37:20.368073614,39.23,21,2.48,5.49,Normal,6,2023,Saturday
COW0794,2023-06-24 19:07:37.291458292,37.89,35,3.12,8.71,Normal,6,2023,Saturday
COW0249,2023-06-24 22:37:54.214842968,39.08,29,2.06,4.73,Normal,6,2023,Saturday
COW0047,2023-06-25 02:08:11.138227646,37.67,7,3.81,8.64,Normal,6,2023,Sunday
COW1145,2023-06-25 05:38:28.061612322,38.99,93,3.38,10.12,Normal,6,2023,Sunday
COW0214,2023-06-25 09:08:44.984997000,37.45,53,2.73,7.52,Normal,6,2023,Sunday
COW0239,2023-06-25 12:39:01.908381676,37.85,37,0.72,1.76,Normal,6,2023,Sunday
COW1080,2023-06-25 16:09:18.831766354,39.07,23,2.78,4.51,Normal,6,2023,Sunday
COW0350,2023-06-25 19:39:35.755151030,39.36,97,3.69,8.99,Normal,6,2023,Sunday
COW0107,2023-06-25 23:09:52.678535708,38.76,8,1.83,4.55,Normal,6,2023,Sunday
COW0831,2023-06-26 02:40:09.601920384,38.27,76,3.43,10.04,Normal,6,2023,Monday
COW0048,2023-06-26 06:10:26.525305062,36.81,48,1.6,2.25,Normal,6,2023,Monday
COW1597,2023-06-26 09:40:43.448689738,38.33,10,2.5,7.81,Normal,6,2023,Monday
COW0337,2023-06-26 13:11:00.372074416,38.93,79,2.77,7.36,Normal,6,2023,Monday
COW1050,2023-06-26 16:41:17.295459092,38.25,24,2.87,5.97,Normal,6,2023,Monday
COW0804,2023-06-26 20:11:34.218843768,38.48,90,3.59,9.9,Normal,6,2023,Monday
COW1281,2023-06-26 23:41:51.142228446,38.35,47,1.32,3.06,Normal,6,2023,Monday
COW0008,2023-06-27 03:12:08.065613122,38.24,53,1.42,1.89,Normal,6,2023,Tuesday
COW0625,2023-06-27 06:42:24.988997800,38.56,39,2.96,6.96,Normal,6,2023,Tuesday
COW1891,2023-06-27 10:12:41.912382476,38.28,67,1.12,3.05,Normal,6,2023,Tuesday
COW1277,2023-06-27 13:42:58.835767154,39.65,66,2.12,5.36,Alert,6,2023,Tuesday
COW1716,2023-06-27 17:13:15.759151830,36.73,6,0.57,2.07,Normal,6,2023,Tuesday
COW0719,2023-06-27 20:43:32.682536508,38.06,21,0.99,3.57,Normal,6,2023,Tuesday
COW0303,2023-06-28 00:13:49.605921184,37.8,73,2.88,6.1,Normal,6,2023,Wednesday
COW0639,2023-06-28 03:44:06.529305862,38.68,74,3.12,7.78,Normal,6,2023,Wednesday
COW0056,2023-06-28 07:14:23.452690538,38.56,36,0.9,1.64,Normal,6,2023,Wednesday
COW0726,2023-06-28 10:44:40.376075216,39.8,3,1.3,2.0,Alert,6,2023,Wednesday
COW0526,2023-06-28 14:14:57.299459892,40.06,88,0.85,2.07,Alert,6,2023,Wednesday
COW0474,2023-06-28 17:45:14.222844570,37.88,86,2.02,5.48,Normal,6,2023,Wednesday
COW0028,2023-06-28 21:15:31.146229246,38.5,78,0.94,2.84,Normal,6,2023,Wednesday
COW0078,2023-06-29 00:45:48.069613922,38.66,42,2.03,4.68,Normal,6,2023,Thursday
COW1240,2023-06-29 04:16:04.992998600,37.86,45,3.06,6.64,Normal,6,2023,Thursday
COW1410,2023-06-29 07:46:21.916383276,39.0,44,2.89,6.58,Normal,6,2023,Thursday
COW0365,2023-06-29 11:16:38.839767954,38.31,91,1.48,1.82,Normal,6,2023,Thursday
COW0666,2023-06-29 14:46:55.763152630,37.65,33,2.86,5.96,Normal,6,2023,Thursday
COW0526,2023-06-29 18:17:12.686537308,38.28,60,3.75,8.27,Normal,6,2023,Thursday
COW0699,2023-06-29 21:47:29.609921984,37.7,86,1.72,5.15,Normal,6,2023,Thursday
COW1336,2023-06-30 01:17:46.533306662,39.33,93,1.65,4.97,Normal,6,2023,Friday
COW0883,2023-06-30 04:48:03.456691338,40.02,83,2.5,8.38,Alert,6,2023,Friday
COW1031,2023-06-30 08:18:20.380076016,38.7,83,1.36,3.64,Normal,6,2023,Friday
COW1027,2023-06-30 11:48:37.303460692,38.59,70,2.78,6.47,Normal,6,2023,Friday
COW1647,2023-06-30 15:18:54.226845370,38.62,83,3.41,8.54,Normal,6,2023,Friday
COW0919,2023-06-30 18:49:11.150230046,39.45,77,2.11,5.11,Normal,6,2023,Friday
COW0750,2023-06-30 22:19:28.073614724,39.43,26,2.88,6.57,Normal,6,2023,Friday
COW0363,2023-07-01 01:49:44.996999400,38.41,86,2.78,7.27,Normal,7,2023,Saturday
COW1775,2023-07-01 05:20:01.920384078,38.7,21,0.64,1.79,Normal,7,2023,Saturday
COW1532,2023-07-01 08:50:18.843768754,39.02,2,1.14,2.77,Normal,7,2023,Saturday
COW1298,2023-07-01 12:20:35.767153430,37.59,47,3.63,8.78,Normal,7,2023,Saturday
COW1530,2023-07-01 15:50:52.690538108,39.47,30,3.79,10.11,Normal,7,2023,Saturday
COW0806,2023-07-01 19:21:09.613922784,39.89,27,3.23,7.52,Alert,7,2023,Saturday
COW0739,2023-07-01 22:51:26.537307462,39.43,71,3.72,8.9,Normal,7,2023,Saturday
COW1907,2023-07-02 02:21:43.460692138,37.5,20,1.57,4.4,Normal,7,2023,Sunday
COW1039,2023-07-02 05:52:00.384076816,36.92,50,1.37,4.44,Normal,7,2023,Sunday
COW1216,2023-07-02 09:22:17.307461492,39.07,95,1.85,5.55,Normal,7,2023,Sunday
COW1655,2023-07-02 12:52:34.230846170,37.89,23,0.69,1.47,Normal,7,2023,Sunday
COW0485,2023-07-02 16:22:51.154230846,38.73,13,3.33,7.06,Normal,7,2023,Sunday
COW0028,2023-07-02 19:53:08.077615524,39.73,81,3.94,9.56,Alert,7,2023,Sunday
COW0714,2023-07-02 23:23:25.001000200,37.97,4,3.38,8.52,Normal,7,2023,Sunday
COW1063,2023-07-03 02:53:41.924384878,38.2,14,2.44,4.99,Normal,7,2023,Monday
COW1977,2023-07-03 06:23:58.847769554,38.72,20,1.53,3.52,Normal,7,2023,Monday
COW1297,2023-07-03 09:54:15.771154232,37.46,13,1.19,4.18,Normal,7,2023,Monday
COW1255,2023-07-03 13:24:32.694538908,37.89,3,1.77,4.57,Normal,7,2023,Monday
COW0086,2023-07-03 16:54:49.617923584,38.52,90,2.83,6.53,Normal,7,2023,Monday
COW1498,2023-07-03 20:25:06.541308262,38.26,90,2.06,5.18,Normal,7,2023,Monday
COW0126,2023-07-03 23:55:23.464692938,38.99,82,3.77,9.51,Normal,7,2023,Monday
COW0812,2023-07-04 03:25:40.388077616,40.71,96,3.49,8.35,Alert,7,2023,Tuesday
COW0537,2023-07-04 06:55:57.311462292,38.58,78,0.86,2.92,Normal,7,2023,Tuesday
COW0145,2023-07-04 10:26:14.234846970,37.83,47,0.96,0.57,Normal,7,2023,Tuesday
COW1549,2023-07-04 13:56:31.158231646,39.63,3,2.87,7.65,Alert,7,2023,Tuesday
COW1236,2023-07-04 17:26:48.081616324,37.23,1,1.31,2.7,Normal,7,2023,Tuesday
COW0025,2023-07-04 20:57:05.005001000,37.39,90,3.27,9.22,Normal,7,2023,Tuesday
COW1604,2023-07-05 00:27:21.928385678,38.02,24,2.57,5.15,Normal,7,2023,Wednesday
COW1418,2023-07-05 03:57:38.851770354,38.27,35,1.3,4.19,Normal,7,2023,Wednesday
COW0067,2023-07-05 07:27:55.775155032,38.0,14,2.18,4.66,Normal,7,2023,Wednesday
COW0233,2023-07-05 10:58:12.698539708,38.47,67,1.92,5.12,Normal,7,2023,Wednesday
COW0109,2023-07-05 14:28:29.621924386,38.72,13,3.56,8.44,Normal,7,2023,Wednesday
COW1170,2023-07-05 17:58:46.545309062,39.36,47,0.61,2.65,Normal,7,2023,Wednesday
COW0111,2023-07-05 21:29:03.468693738,38.57,50,3.64,8.91,Normal,7,2023,Wednesday
COW0228,2023-07-06 00:59:20.392078416,38.05,78,2.78,6.23,Normal,7,2023,Thursday
COW0111,2023-07-06 04:29:37.315463092,39.31,85,3.08,9.1,Normal,7,2023,Thursday
COW1494,2023-07-06 07:59:54.238847770,37.85,26,0.51,0.99,Normal,7,2023,Thursday
COW0034,2023-07-06 11:30:11.162232446,37.19,3,2.7,7.27,Normal,7,2023,Thursday
COW0623,2023-07-06 15:00:28.085617124,39.46,51,2.56,7.34,Normal,7,2023,Thursday
COW1800,2023-07-06 18:30:45.009001800,39.41,40,2.38,5.07,Normal,7,2023,Thursday
COW1960,2023-07-06 22:01:01.932386478,37.87,68,3.25,8.55,Normal,7,2023,Thursday
COW1393,2023-07-07 01:31:18.855771154,38.18,36,2.45,6.68,Normal,7,2023,Friday
COW0748,2023-07-07 05:01:35.779155832,37.77,51,3.5,7.2,Normal,7,2023,Friday
COW0595,2023-07-07 08:31:52.702540508,38.76,1,1.31,3.6,Normal,7,2023,Friday
COW1578,2023-07-07 12:02:09.625925186,39.89,33,3.32,7.95,Alert,7,2023,Friday
COW0425,2023-07-07 15:32:26.549309862,39.06,7,1.13,4.45,Normal,7,2023,Friday
COW0613,2023-07-07 19:02:43.472694540,39.33,52,3.35,9.24,Normal,7,2023,Friday
COW1542,2023-07-07 22:33:00.396079216,39.16,11,3.79,9.91,Normal,7,2023,Friday
COW0692,2023-07-08 02:03:17.319463892,38.5,27,1.67,2.13,Normal,7,2023,Saturday
COW1306,2023-07-08 05:33:34.242848570,39.37,14,2.35,6.32,Normal,7,2023,Saturday
COW1344,2023-07-08 09:03:51.166233246,39.1,86,2.8,6.24,Normal,7,2023,Saturday
COW1762,2023-07-08 12:34:08.089617924,39.65,80,0.78,2.82,Alert,7,2023,Saturday
COW1467,2023-07-08 16:04:25.013002600,38.13,46,2.23,5.42,Normal,7,2023,Saturday
COW1976,2023-07-08 19:34:41.936387278,37.11,76,1.76,3.88,Normal,7,2023,Saturday
COW0315,2023-07-08 23:04:58.859771954,39.34,10,3.55,8.44,Normal,7,2023,Saturday
COW0877,2023-07-09 02:35:15.783156632,38.78,24,3.57,8.55,Normal,7,2023,Sunday
COW1990,2023-07-09 06:05:32.706541308,38.26,61,2.95,6.03,Normal,7,2023,Sunday
COW1765,2023-07-09 09:35:49.629925986,38.31,18,2.8,5.78,Normal,7,2023,Sunday
COW1401,2023-07-09 13:06:06.553310662,40.54,86,3.07,7.34,Alert,7,2023,Sunday
COW1313,2023-07-09 16:36:23.476695340,37.99,9,1.78,6.01,Normal,7,2023,Sunday
COW1461,2023-07-09 20:06:40.400080016,37.82,17,1.92,5.51,Normal,7,2023,Sunday
COW0662,2023-07-09 23:36:57.323464694,38.57,58,2.44,6.9,Normal,7,2023,Sunday
COW0277,2023-07-10 03:07:14.246849370,39.44,13,3.78,10.65,Normal,7,2023,Monday
COW1734,2023-07-10 06:37:31.170234048,40.32,50,3.03,7.86,Alert,7,2023,Monday
COW1606,2023-07-10 10:07:48.093618724,39.03,6,2.43,5.62,Normal,7,2023,Monday
COW1527,2023-07-10 13:38:05.017003400,37.48,85,3.2,7.59,Normal,7,2023,Monday
COW0624,2023-07-10 17:08:21.940388078,40.08,51,1.8,3.67,Alert,7,2023,Monday
COW0516,2023-07-10 20:38:38.863772754,38.48,36,3.06,8.46,Normal,7,2023,Monday
COW1374,2023-07-11 00:08:55.787157432,37.83,71,1.94,3.91,Normal,7,2023,Tuesday
COW0843,2023-07-11 03:39:12.710542108,37.64,25,1.48,5.79,Normal,7,2023,Tuesday
COW1470,2023-07-11 07:09:29.633926786,39.17,11,2.63,5.67,Normal,7,2023,Tuesday
COW1854,2023-07-11 10:39:46.557311462,38.69,44,2.9,8.47,Normal,7,2023,Tuesday
COW0350,2023-07-11 14:10:03.480696140,38.78,14,2.11,6.5,Normal,7,2023,Tuesday
COW1631,2023-07-11 17:40:20.404080816,39.53,29,2.48,6.82,Alert,7,2023,Tuesday
COW1688,2023-07-11 21:10:37.327465494,37.86,74,2.93,8.95,Normal,7,2023,Tuesday
COW0823,2023-07-12 00:40:54.250850170,39.59,50,3.19,7.78,Alert,7,2023,Wednesday
COW1161,2023-07-12 04:11:11.174234848,38.08,5,3.63,9.2,Normal,7,2023,Wednesday
COW0759,2023-07-12 07:41:28.097619524,40.23,72,1.74,4.57,Alert,7,2023,Wednesday
COW0899,2023-07-12 11:11:45.021004202,38.98,69,3.83,10.17,Normal,7,2023,Wednesday
COW0243,2023-07-12 14:42:01.944388878,37.76,88,2.73,5.01,Normal,7,2023,Wednesday
COW0543,2023-07-12 18:12:18.867773554,36.88,57,3.26,8.04,Normal,7,2023,Wednesday
COW1064,2023-07-12 21:42:35.791158232,39.15,26,2.95,8.23,Normal,7,2023,Wednesday
COW0229,2023-07-13 01:12:52.714542908,38.2,6,1.22,2.68,Normal,7,2023,Thursday
COW0548,2023-07-13 04:43:09.637927586,38.38,16,0.75,3.83,Normal,7,2023,Thursday
COW0920,2023-07-13 08:13:26.561312262,39.11,60,3.04,7.73,Normal,7,2023,Thursday
COW1247,2023-07-13 11:43:43.484696940,39.31,12,2.29,6.24,Normal,7,2023,Thursday
COW0006,2023-07-13 15:14:00.408081616,39.48,75,2.96,8.95,Normal,7,2023,Thursday
COW1346,2023-07-13 18:44:17.331466294,37.56,3,2.17,5.55,Normal,7,2023,Thursday
COW0468,2023-07-13 22:14:34.254850970,39.64,63,1.59,5.51,Alert,7,2023,Thursday
COW1756,2023-07-14 01:44:51.178235648,38.04,64,1.5,4.33,Normal,7,2023,Friday
COW0075,2023-07-14 05:15:08.101620324,36.7,62,3.06,8.24,Normal,7,2023,Friday
COW0004,2023-07-14 08:45:25.025005002,37.56,6,1.47,2.79,Normal,7,2023,Friday
COW1871,2023-07-14 12:15:41.948389678,38.67,19,3.0,8.61,Normal,7,2023,Friday
COW0646,2023-07-14 15:45:58.871774356,37.72,18,1.84,3.99,Normal,7,2023,Friday
COW0118,2023-07-14 19:16:15.795159032,38.43,80,3.2,7.81,Normal,7,2023,Friday
COW0881,2023-07-14 22:46:32.718543708,38.77,87,1.0,3.76,Normal,7,2023,Friday
COW1630,2023-07-15 02:16:49.641928386,38.35,43,1.22,2.68,Normal,7,2023,Saturday
COW0504,2023-07-15 05:47:06.565313062,38.1,73,2.9,7.6,Normal,7,2023,Saturday
COW0947,2023-07-15 09:17:23.488697740,37.5,3,2.46,6.1,Normal,7,2023,Saturday
COW0574,2023-07-15 12:47:40.412082416,38.52,72,1.21,3.01,Normal,7,2023,Saturday
COW1465,2023-07-15 16:17:57.335467094,36.85,38,3.66,9.0,Normal,7,2023,Saturday
